1,2,3,4,5,6,7,8
"(1, 0.9121431887719622)","(2, 0.7983309790045104)","(3, 0.6641226197671979)","(4, 0.6616431337710932)","(5, 0.9357554370547108)","(6, 0.9095945991453346)","(7, 0.9186366148393532)","(8, 0.7173302560010499)"
"(1, 0.8882515022838405)","(2, 0.9186047669214684)","(3, 0.5845427538280489)","(4, 0.6023601138835949)","(5, 0.8957719288687455)","(6, 0.9973408209625008)","(7, 0.8242732730528459)","(8, 0.7441582599472526)"
"(1, 0.8992213055034476)","(2, 0.854409780397652)","(3, 0.5780015119176611)","(4, 0.7470208027452001)","(5, 0.9917351996846396)","(6, 0.8437195169637034)","(7, 0.9248643041896588)","(8, 0.8002818978545597)"
"(1, 0.9577509354845136)","(2, 0.8124194068460201)","(3, 0.6511402180513167)","(4, 0.6107983097195001)","(5, 0.8651809141403969)","(6, 0.9694909511281814)","(7, 0.8773182916812662)","(8, 0.8046049417782445)"
"(1, 0.9032232557874984)","(2, 0.9660314346146144)","(3, 0.5961329489508371)","(4, 0.5663017711118453)","(5, 0.8675961914901145)","(6, 0.8353107297204384)","(7, 0.8829184704723412)","(8, 0.7798715226699532)"
"(1, 0.7528489476236468)","(2, 0.8639577425420888)","(3, 0.6023645612708588)","(4, 0.6023106483409398)","(5, 0.8327273533244351)","(6, 0.9208334678508742)","(7, 0.91715621628013)","(8, 0.8212382486547165)"
"(1, 0.9794108178054034)","(2, 0.9395822501908716)","(3, 0.555782221520532)","(4, 0.6271937315597788)","(5, 0.9091417174683846)","(6, 0.9754628531198264)","(7, 0.8364915597351564)","(8, 0.7459086040909427)"
"(1, 0.9704141101413972)","(2, 0.8921629034800613)","(3, 0.7399672115054575)","(4, 0.6285021837287994)","(5, 0.98499378846654)","(6, 0.8341742780335848)","(7, 0.8058483779169835)","(8, 0.6581753572627264)"
"(1, 0.9292651037166032)","(2, 0.8386597572781698)","(3, 0.6648184646436701)","(4, 0.619831393398866)","(5, 0.9021279587416416)","(6, 0.9335404368037652)","(7, 0.8610608056699243)","(8, 0.7502577480961089)"
"(1, 0.7682341387222972)","(2, 0.8076754960032221)","(3, 0.6363204724628692)","(4, 0.5934614075186827)","(5, 0.990993888171726)","(6, 0.9637821462853856)","(7, 0.9378669597346808)","(8, 0.69261808695762)"
"(1, 0.8719861838616498)","(2, 0.7612142333742276)","(3, 0.649622925679338)","(4, 0.6374811558365319)","(5, 0.9221342569558952)","(6, 0.8703904373778758)","(7, 0.8084494728986286)","(8, 0.7493023283588126)"
"(1, 0.7834738273660246)","(2, 0.8004978475281436)","(3, 0.543245729215474)","(4, 0.6137443584857167)","(5, 0.8922293618506104)","(6, 0.8226674724376272)","(7, 0.9009573431408908)","(8, 0.7073641277424042)"
"(1, 0.8442782922158173)","(2, 0.9116943159398492)","(3, 0.6973201958482297)","(4, 0.5896180043856779)","(5, 0.8503716774435336)","(6, 0.8725655113943418)","(7, 0.7899488826528193)","(8, 0.6699629788280307)"
"(1, 0.9072330897332972)","(2, 0.9632661703924478)","(3, 0.673680343037983)","(4, 0.7004945314630305)","(5, 0.9580654254973918)","(6, 0.9496888486537012)","(7, 0.8771007313426535)","(8, 0.7789496211363613)"
"(1, 0.7819686264459501)","(2, 0.9230399858471904)","(3, 0.5571892252507432)","(4, 0.7269035922236207)","(5, 0.8828394688577789)","(6, 0.8882360181121463)","(7, 0.8620137823901484)","(8, 0.659545900985967)"
"(1, 0.8441380219946032)","(2, 0.968790449930064)","(3, 0.5482949804985066)","(4, 0.6076807793454577)","(5, 0.8893452429162231)","(6, 0.9511285698666072)","(7, 0.9283685279579368)","(8, 0.6767473894281938)"
"(1, 0.9309855395998696)","(2, 0.7586454561503773)","(3, 0.6279211186944431)","(4, 0.628370179230808)","(5, 0.8692298913560355)","(6, 0.9248202138344912)","(7, 0.8576458537746892)","(8, 0.7913791071661566)"
"(1, 0.8191007305647402)","(2, 0.8742076219266302)","(3, 0.6090709418287749)","(4, 0.6636924638714904)","(5, 0.835269695536985)","(6, 0.9341582035450174)","(7, 0.8054784329595499)","(8, 0.7984005361410751)"
"(1, 0.8965853813744453)","(2, 0.939498725668771)","(3, 0.5456772299669705)","(4, 0.7144457980426501)","(5, 0.9947783720449268)","(6, 0.9144332877979712)","(7, 0.9104032395665224)","(8, 0.6750689357337115)"
"(1, 0.768259200881455)","(2, 0.943750910170509)","(3, 0.7115074182926725)","(4, 0.6268099264353832)","(5, 0.8407731984052674)","(6, 0.8441005959669962)","(7, 0.8467605772287594)","(8, 0.6891291004828943)"
"(1, 0.3981762904299226)","(2, 0.0753969085923717)","(3, 0.1127328193215262)","(4, 0.2030864016220613)","(5, 0.2158311797796845)","(6, 0.5923995991378086)","(7, 0.7166761297141448)","(8, 0.8572616990444473)"
"(1, 0.2677696583094598)","(2, 0.0929413945428218)","(3, 0.1335881989973539)","(4, 0.2110624928228801)","(5, 0.1413077513710538)","(6, 0.5456830843488711)","(7, 0.8716953496474869)","(8, 0.7541351908354014)"
"(1, 0.413214682948871)","(2, 0.0287640015032486)","(3, 0.1030015224384978)","(4, 0.1583305070555385)","(5, 0.2305412070319058)","(6, 0.678969645672725)","(7, 0.8505073314737618)","(8, 0.9103672516605196)"
"(1, 0.2822520942408582)","(2, 0.0984389598479457)","(3, 0.1599813835982758)","(4, 0.0585393639233605)","(5, 0.2067483618262563)","(6, 0.5587967743704472)","(7, 0.7111883981028656)","(8, 0.8189550403971606)"
"(1, 0.2658521281981628)","(2, 0.0316686653229811)","(3, 0.089962840911269)","(4, 0.1947225674359029)","(5, 0.1982436933569427)","(6, 0.6141311565052837)","(7, 0.8644412874544979)","(8, 0.7763807858306048)"
"(1, 0.4363719555860287)","(2, 0.1137828184406577)","(3, 0.180606400459394)","(4, 0.0414119130802268)","(5, 0.1394491729406821)","(6, 0.6235294024187464)","(7, 0.8662056735688706)","(8, 0.8456365214499332)"
"(1, 0.4150603665394464)","(2, 0.1527050843917889)","(3, 0.1208733033963518)","(4, 0.0555020701072104)","(5, 0.1810493949932707)","(6, 0.7267631894590578)","(7, 0.7225121323887951)","(8, 0.7977595340999959)"
"(1, 0.5055844547357893)","(2, 0.0067497555918411)","(3, 0.186964091597433)","(4, 0.1021946808198596)","(5, 0.1371928414100495)","(6, 0.6781568968464431)","(7, 0.7220993524437795)","(8, 0.7783964482615174)"
"(1, 0.306441454691678)","(2, 0.1402915575914066)","(3, 0.2061615102934672)","(4, 0.202619497337022)","(5, 0.2665874684264231)","(6, 0.6853187436782586)","(7, 0.8671059025525485)","(8, 0.7857512468940339)"
"(1, 0.3993681417722572)","(2, 0.0797046747884481)","(3, 0.1032526613305672)","(4, 0.043317016574823)","(5, 0.1564976317181631)","(6, 0.6140303795045207)","(7, 0.7533154642506422)","(8, 0.820249729579502)"
"(1, 0.3659047548692589)","(2, 0.0101054977950038)","(3, 0.15388937353945)","(4, 0.2036535634981409)","(5, 0.1620110847152063)","(6, 0.5410268392285117)","(7, 0.8647234272169636)","(8, 0.9015236110372788)"
"(1, 0.3583741734289433)","(2, 0.1274968604499912)","(3, 0.1825686061448691)","(4, 0.0792016607715232)","(5, 0.1976755708895175)","(6, 0.5762750427174858)","(7, 0.7115217121208427)","(8, 0.8571337335684348)"
"(1, 0.4499994733281343)","(2, 0.0349292975001222)","(3, 0.0812940121641947)","(4, 0.1019630477238128)","(5, 0.2139019753759484)","(6, 0.7165682932805125)","(7, 0.7162460213062183)","(8, 0.8696640056850267)"
"(1, 0.2656800046071596)","(2, 0.1427617996717239)","(3, 0.0582778175668377)","(4, 0.1787774467119289)","(5, 0.2436802801402035)","(6, 0.5842044281144908)","(7, 0.7194007258173626)","(8, 0.8942341910584517)"
"(1, 0.4595567490242498)","(2, 0.1706649318315634)","(3, 0.1408519558039641)","(4, 0.0570536473573849)","(5, 0.1696132750452839)","(6, 0.7022981069351837)","(7, 0.8706335540549486)","(8, 0.8081260570332012)"
"(1, 0.2677210949813702)","(2, 0.106652947987661)","(3, 0.1082097983068671)","(4, 0.1303319906633624)","(5, 0.2828010562699943)","(6, 0.5891548216104526)","(7, 0.745660180476744)","(8, 0.866493893823798)"
"(1, 0.2962730515340411)","(2, 0.1533006049989155)","(3, 0.2162448038546019)","(4, 0.2112684832164358)","(5, 0.2865926727569287)","(6, 0.6555917305349493)","(7, 0.7479776871614598)","(8, 0.7942665407850731)"
"(1, 0.4407420268508324)","(2, 0.0538906320188471)","(3, 0.0683828849379724)","(4, 0.1097270782700459)","(5, 0.2495686642294104)","(6, 0.7039987279207786)","(7, 0.8701209601671184)","(8, 0.8087934853566708)"
"(1, 0.4740640785106418)","(2, 0.1463286822563285)","(3, 0.2060714947227729)","(4, 0.1410606055365064)","(5, 0.2561628261752158)","(6, 0.6615449201085752)","(7, 0.871916300616298)","(8, 0.9001885239211673)"
"(1, 0.4414178220234622)","(2, 0.1357895359627604)","(3, 0.1333641959289329)","(4, 0.0733913952427213)","(5, 0.1273598716673333)","(6, 0.5892557801623339)","(7, 0.8086093516924431)","(8, 0.8993586542673149)"
"(1, 0.378376457988812)","(2, 0.0854323470595362)","(3, 0.18961397851649)","(4, 0.0645623912325614)","(5, 0.2580363164966726)","(6, 0.7313053698606453)","(7, 0.836952044404837)","(8, 0.7824764264644959)"
"(1, 0.4937818283783908)","(2, 0.1504614247902098)","(3, 0.2280985393240949)","(4, 0.0483457993509696)","(5, 0.279841184857777)","(6, 0.6802815778408114)","(7, 0.8140365129187216)","(8, 0.7675654842557886)"
"(1, 0.4001319913395537)","(2, 0.1150549198608478)","(3, 0.0575905153685163)","(4, 0.0479156576487608)","(5, 0.1691320114689803)","(6, 0.5524508891349049)","(7, 0.8459708869661723)","(8, 0.8429347483972157)"
"(1, 0.4087429851214886)","(2, 0.158685616124051)","(3, 0.0608005408044378)","(4, 0.0384180004563127)","(5, 0.2641652789687713)","(6, 0.6207146132358176)","(7, 0.8761507679338569)","(8, 0.8431109590800034)"
"(1, 0.4860329478160157)","(2, 0.0459104998285935)","(3, 0.167656296575706)","(4, 0.2189225973605805)","(5, 0.2234718068073974)","(6, 0.6419823404890901)","(7, 0.8126718608901635)","(8, 0.9160113932311856)"
"(1, 0.4503761735935356)","(2, 0.0316932364614555)","(3, 0.1525334213987082)","(4, 0.0935910949871253)","(5, 0.1710044872303074)","(6, 0.5570217562013315)","(7, 0.8756346788175586)","(8, 0.8304988664280634)"
"(1, 0.402007300316597)","(2, 0.025864966506691)","(3, 0.1533292322701493)","(4, 0.1074726191274915)","(5, 0.2259594901872373)","(6, 0.7324543881529401)","(7, 0.7952803167393304)","(8, 0.8781859470172385)"
"(1, 0.3411949545490628)","(2, 0.1350925703165038)","(3, 0.1810596865358323)","(4, 0.1964263304560773)","(5, 0.1760442608727559)","(6, 0.6970652983915678)","(7, 0.7663325468795172)","(8, 0.7467616858750705)"
"(1, 0.4209735448328666)","(2, 0.0641895385683095)","(3, 0.2107283343063122)","(4, 0.1798358243132667)","(5, 0.1458459778814501)","(6, 0.617989763005328)","(7, 0.7055789458983699)","(8, 0.8875249400498698)"
"(1, 0.3958269197169264)","(2, 0.1303022470066905)","(3, 0.2127266371768803)","(4, 0.1536598297549389)","(5, 0.2827145294218127)","(6, 0.6451524043020687)","(7, 0.8461984225729557)","(8, 0.7994650452973477)"
"(1, 0.3841676821343747)","(2, 0.1286520932666126)","(3, 0.2263547510420325)","(4, 0.175409254475794)","(5, 0.2806434994724132)","(6, 0.6557021410162751)","(7, 0.8051234760363688)","(8, 0.905910828601162)"
"(1, 0.5030093288608031)","(2, 0.1346389835816139)","(3, 0.0954197228522874)","(4, 0.0693949894317223)","(5, 0.1563550080007031)","(6, 0.588079224400409)","(7, 0.759117728123924)","(8, 0.775766692164829)"
"(1, 0.4781192065052734)","(2, 0.0439256294782558)","(3, 0.0533937111555595)","(4, 0.2230808141672053)","(5, 0.2715992371076139)","(6, 0.7163089193620689)","(7, 0.8368795967971003)","(8, 0.8834503447789366)"
"(1, 0.4238772007749595)","(2, 0.0881350709887183)","(3, 0.1201375832678625)","(4, 0.1458481779149911)","(5, 0.1384990854125004)","(6, 0.616297046793102)","(7, 0.7652921622126659)","(8, 0.8215910980085607)"
"(1, 0.4678546037359066)","(2, 0.0601953195159928)","(3, 0.1249795856580253)","(4, 0.040371390700266)","(5, 0.2329939139627707)","(6, 0.6319052031674072)","(7, 0.8335330206123839)","(8, 0.8199157084286081)"
"(1, 0.4264977542325452)","(2, 0.0699786263027592)","(3, 0.0900909775811032)","(4, 0.2220141519220858)","(5, 0.1671959256535216)","(6, 0.6541611320347676)","(7, 0.7855462540905206)","(8, 0.8839064291009373)"
"(1, 0.4344339091517771)","(2, 0.0273027407658037)","(3, 0.1592152699314548)","(4, 0.1360969482555074)","(5, 0.1592498461667568)","(6, 0.5907882376824355)","(7, 0.8403971751458041)","(8, 0.7714316083334477)"
"(1, 0.3487177172394554)","(2, 0.0479095532713699)","(3, 0.1637151601140745)","(4, 0.157980418774598)","(5, 0.1279323764781834)","(6, 0.6765601015922348)","(7, 0.8555152593292016)","(8, 0.8294041561864874)"
"(1, 0.3634472375601965)","(2, 0.0406171338148627)","(3, 0.1650526084534878)","(4, 0.1079903454307918)","(5, 0.2725633539836851)","(6, 0.5368368374458047)","(7, 0.8504475132151346)","(8, 0.8133920611477106)"
"(1, 0.3642046675448419)","(2, 0.1362008905441449)","(3, 0.0612661238526418)","(4, 0.1503133613298719)","(5, 0.1820588116989056)","(6, 0.6887193465109247)","(7, 0.8481131233692164)","(8, 0.82404892879016)"
"(1, 0.3483710231934668)","(2, 0.0856918889378627)","(3, 0.0497745606906609)","(4, 0.2150631693434766)","(5, 0.1514804781400024)","(6, 0.5642086526805218)","(7, 0.81997711094602)","(8, 0.8590228844940649)"
"(1, 0.2850239719836237)","(2, 0.1161591583801219)","(3, 0.2273531158660138)","(4, 0.1584693308067045)","(5, 0.201120500638904)","(6, 0.5408777509380386)","(7, 0.8438799290890473)","(8, 0.7643840812146806)"
"(1, 0.3007515216268207)","(2, 0.1408776054033714)","(3, 0.0568348062210744)","(4, 0.1158048208908439)","(5, 0.2191075961502109)","(6, 0.6801145733682465)","(7, 0.8234470967885861)","(8, 0.904412089310915)"
"(1, 0.3663334535861457)","(2, 0.0023946539342665)","(3, 0.0531719614193849)","(4, 0.1944781903334508)","(5, 0.284765872745232)","(6, 0.628810487267458)","(7, 0.8047239392991509)","(8, 0.881760812706867)"
"(1, 0.4737018496735327)","(2, 0.1277564382310241)","(3, 0.1335437543787795)","(4, 0.1874499634716672)","(5, 0.1438340847714851)","(6, 0.5427235566409899)","(7, 0.817245419241839)","(8, 0.7784664814934706)"
"(1, 0.4783125093177179)","(2, 0.0147259650236222)","(3, 0.0939474254111616)","(4, 0.1879249786078957)","(5, 0.2387230780901528)","(6, 0.671794330753998)","(7, 0.8056306727183361)","(8, 0.8285630539431852)"
"(1, 0.4561953710677605)","(2, 0.0155089231756052)","(3, 0.1791019644858177)","(4, 0.1595659064624749)","(5, 0.143461133213164)","(6, 0.6611057557397295)","(7, 0.82175783344447)","(8, 0.7695652912064955)"
"(1, 0.4434743848119301)","(2, 0.138058994312909)","(3, 0.1054818991122431)","(4, 0.1986507884165655)","(5, 0.2044119451764808)","(6, 0.6904593437357349)","(7, 0.8126829226198378)","(8, 0.8433684717111528)"
"(1, 0.4335582835621033)","(2, 0.0123067530975151)","(3, 0.2264986320038748)","(4, 0.12731574739463)","(5, 0.2247942529578371)","(6, 0.6810795790606053)","(7, 0.8691487108557463)","(8, 0.8870743898491511)"
"(1, 0.3488129806280467)","(2, 0.0457218239074918)","(3, 0.1486740498258306)","(4, 0.1557257241129777)","(5, 0.2029561098773029)","(6, 0.643259969737398)","(7, 0.7857466855699917)","(8, 0.7790691750097312)"
